uid,brand,year,model,title,usedOrNew,transmission,engine,driveType,fuelType,fuelConsumption,kilometres,cylindersInEngine,bodyType,suburb,state,doors,seats,extColour,intColour,price
e14283be-4755-42fa-ab75-2f9cea04a2b0,Abarth,2021,595,Competizione,USED,Manual,1.4,Front,Premium,6.0,13200,4.0,Hatchback,Ryde,NSW,3,4,Black,Black,36990
64d1c21f-5a89-46bf-9d11-db1d6b5addbc,Abarth,2021,595,Competizione,USED,Automatic,1.4,Front,Premium,5.8,14901,4.0,Hatchback,Pakenham,VIC,3,4,Grey,Black,37990
5e7f2196-f84b-4b27-81c6-81c3981b2269,Alfa,2015,Romeo,Giulietta Quadrifoglio Verde,USED,Automatic,1.7,Front,Premium,7.0,98446,4.0,Hatchback,Minchinbury,NSW,5,5,White,Black Leather,24995
7e026bd0-1e1a-4a7a-8d96-6f4af8980647,Alfa,2008,Romeo,159 2.2 JTS,USED,Automatic,2.2,Front,Premium,9.2,104776,4.0,Sedan,Ringwood,VIC,4,5,Grey,Black,12890
cd237ac7-4cdb-46b6-b790-49642fa7be0e,Alfa,2014,Romeo,Mito Progression,USED,Manual,1.4,Front,Premium,5.6,92500,4.0,Hatchback,Hendra,QLD,3,5,White,Black,10692
d6223fa2-93b6-40d9-9fdb-6033ba05d16d,Alfa,2019,Romeo,Stelvio Quadrifoglio,USED,Automatic,2.9,AWD,Premium,10.2,63319,6.0,SUV,Nunawading,VIC,4,5,Blue,Black,91990
ba5c9fe7-b1a6-4826-9c38-1d191faa821c,Alfa,2015,Romeo,Giulietta Quadrifoglio Verde,USED,Automatic,1.7,Front,Premium,7.0,52269,4.0,Hatchback,Chatswood,NSW,5,5,Red,Black,22880
a2e0fe50-09ef-450f-ab22-02250c369864,Alfa,2012,Romeo,159 Sportwagon 2.4 JTD TI,USED,Automatic,2.4,Front,Diesel,8.0,199379,5.0,Wagon,Thomastown,VIC,4,5,Black,Black,12990
7c94a1f9-6e1a-42bb-9d3c-02e98e24b3aa,Aston,2021,Martin,DBX,DEMO,Automatic,4.0,AWD,Premium,12.4,13117,8.0,SUV,Southport,QLD,5,5,Grey,Obsidian Black,369000
f29f995f-7011-4270-97a4-74d0eab2cc11,Audi,2022,Q3,35 Tfsi S Line,USED,Automatic,1.4,Front,Premium,7.3,13000,4.0,SUV,Artarmon,NSW,4,5,White,Black,62890
8b5e82e0-cd2e-4ce0-84ef-05f9a63b3f6e,Audi,2019,Q3,35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,54143,4.0,SUV,Maryville,NSW,4,5,Black,Black,42980
5ba5736f-488a-4ea6-92e8-aaad2fba610e,Audi,2014,SQ5,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,6.8,82548,6.0,SUV,Seaford,VIC,5,5,Grey,Black,43999
53f2b6b1-afd5-4c8d-a68c-03f90fd719e6,Audi,2015,Q3,2.0 TDI Quattro (110KW),USED,Automatic,2.0,AWD,Diesel,5.2,132000,4.0,SUV,Sumner,QLD,4,5,Grey,Black,21650
596345d4-edfc-4a4d-89c1-7a1099c0870f,Audi,2018,A5,2.0 Tfsi Quattro S Tronic Sprt,USED,Automatic,2.0,AWD,Premium,6.5,49472,4.0,Coupe,Hoppers Crossing,VIC,2,4,White,Black,52990
4103f4fe-92de-4e57-9b53-9804fa6422c0,Audi,2009,Q5,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,7.5,163535,6.0,SUV,Petersham,NSW,4,5,Silver,Black,14950
cd663612-99d0-4487-a3fb-ad85697097a2,Audi,2019,A3,40 Tfsi S Line Plus,USED,Automatic,2.0,Front,Premium,6.1,46595,4.0,Other,Pennant Hills,NSW,4,5,Grey,Black,41880
d49f30ad-5ea3-45f9-a582-043901a3d59a,Audi,2014,A3,1.4 Tfsi Attraction COD,USED,Automatic,1.4,Front,Premium,4.7,84510,4.0,Sedan,Burswood,WA,4,5,Grey,Grey,25900
fcd1bd2b-6208-407b-ab5c-7642d60eb2b4,Audi,2015,Q3,1.4 Tfsi (110KW),USED,Automatic,1.4,Front,Premium,5.9,224604,4.0,SUV,Burwood,VIC,4,5,Black,Fz,16890
e1c7f7af-cd89-4f6c-b99b-d8896cc8944d,Audi,2019,Q3,35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,47279,4.0,SUV,Zetland,NSW,4,5,White,Black,43880
12602847-5f49-4c82-af5c-73b72f22ce0d,Audi,2022,A5,45 Tfsi Quattro S Line Mhev,DEMO,-,2.0,AWD,Hybrid,7.1,2253,4.0,Coupe,Southport,QLD,2,4,White,Black,99490
0cdcf6e9-ee23-43bf-bfe5-68a1c3471aff,Audi,2014,A4,2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,7.0,101000,4.0,Sedan,Frankston,VIC,4,5,Blue,Black Leather,20888
13c3e97e-6b03-4210-9eb7-d301f1a4157e,Audi,2019,Q3,35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,47307,4.0,SUV,Carlton,NSW,4,5,White,Black,41888
ee1bfd62-8613-4a5c-bf9e-2fc800fafcac,Audi,2016,A4,2.0 Tfsi S Tronic Sport,USED,Automatic,2.0,Front,Premium,5.3,64801,4.0,Sedan,Berwick,VIC,4,5,Grey,Black Leather,32999
b74a457a-0ce7-4923-ab2d-94a606e07d25,Audi,2021,Q5,40 TDI Quattro Mhev,USED,Automatic,2.0,AWD,Hybrid,5.4,44493,4.0,SUV,Smeaton Grange,NSW,4,5,White,Black,64888
1f473ad6-9034-4d6a-a04d-da5c7aae104b,Audi,2016,A3,2.0 Tfsi Sportback,USED,Automatic,2.0,Front,Premium,5.9,45313,4.0,Hatchback,Zetland,NSW,5,5,White,Black,31880
61fa171f-a21b-4729-a5bc-7f9ee9f7a31e,Audi,2020,RS,7 4.0 Tfsi Quattro Mhev,USED,Automatic,4.0,AWD,Hybrid,11.6,43003,8.0,Other,Pennant Hills,NSW,4,5,White,Dark,189990
0f0347d0-8c6a-4681-8620-550c57cbaefc,Audi,2014,A5,2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,6.7,82119,4.0,Coupe,Blacktown,NSW,2,4,White,Black,27380
8ca4994a-95b8-4357-b6a6-8252b66eacf6,Audi,2017,A3,1.4 Tfsi Sportback COD,USED,Automatic,1.4,Front,Premium,5.0,34199,4.0,Hatchback,Tullamarine,VIC,5,5,White,Black,38888
c32e15ad-c9a3-4b6d-b31d-3f1ebb54f061,Audi,2019,S4,3.0 Tfsi Quattro Tiptronic,USED,Automatic,3.0,AWD,Premium,7.7,26338,6.0,Sedan,Tullamarine,VIC,4,5,Grey,Black,74888
23e10b63-ac4d-4d53-a95f-7719e0fc2080,Audi,2017,Q3,2.0 Tfsi Sport Quattro (132KW),USED,Automatic,2.0,AWD,Premium,6.7,56100,4.0,SUV,Zetland,NSW,4,5,Grey,Black,34880
d5bfb8d8-6060-4175-99fa-b3fc0177c5a2,Audi,2023,S3,2.0 Tfsi Quattro,DEMO,Automatic,2.0,AWD,Premium,7.3,2088,4.0,Sedan,Artarmon,NSW,4,5,Yellow,Black,87688
1c65b3f4-7d24-401a-863f-dcb72f9747e8,Audi,2022,A3,35 Tfsi Mhev,USED,Automatic,1.5,Front,Premium,4.9,4142,4.0,Sedan,Zetland,NSW,4,5,White,Black,47880
d793c9c1-de8e-4b0b-96e0-67697841f255,Audi,2022,A3,35 Tfsi Mhev,USED,Automatic,1.5,Front,Premium,4.9,6845,4.0,Sedan,Zetland,NSW,4,5,White,Black,46880
0c9df817-285e-49f0-aa6c-d55bac9c0324,Audi,2017,SQ5,3.0 Tfsi Quattro,USED,Automatic,3.0,AWD,Premium,8.7,74929,6.0,SUV,Hobart,TAS,4,5,Grey,Black,59990
9f928b08-db3c-45cc-8798-b8bc20c55c28,Audi,2019,Q3,35 Tfsi S Tronic,USED,Automatic,1.4,Front,Premium,7.2,51058,4.0,SUV,Burwood,VIC,4,5,White,Black,44888
3e6b433a-bee8-44ef-a83c-c960637a877e,Audi,2022,RS,6 Avant 4.0 Tfsi Quattro Mhev,DEMO,Automatic,4.0,AWD,Hybrid,11.7,2147,8.0,Wagon,Southport,QLD,4,5,Grey,Black,299990
5998f293-e541-49d2-a74f-61baa160771a,Audi,2022,Q3,35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,24000,4.0,SUV,Zetland,NSW,4,5,White,Black,55880
816a666b-48ca-4103-b6ae-a837de1eaec4,Audi,2023,Q5,40 TDI Quattro S Line Mhev,DEMO,Automatic,2.0,AWD,Hybrid,5.4,2002,4.0,SUV,Artarmon,NSW,4,5,White,Black,88888
48a44936-3e28-4f18-b49f-b1d4cb5246dd,Audi,2014,A3,1.4 Tfsi Attraction COD,USED,Automatic,1.4,Front,Premium,4.7,96958,4.0,Sedan,Brighton,VIC,4,5,Silver,Black,22990
36723088-da19-4c79-9edd-d93f745ff776,Audi,2015,Q5,2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,7.9,46604,4.0,SUV,Artarmon,NSW,4,5,Grey,Black,37990
fb74eb72-adec-4e10-b0ec-57bd80f447b9,Audi,2017,Q5,2.0 TDI Quattro Design,USED,Automatic,2.0,AWD,Diesel,5.5,116871,4.0,SUV,Osborne Park,WA,4,5,White,Black,33580
7e48e33b-6045-4f07-b32d-280ca69c3ece,Audi,2015,A5,2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,6.7,115334,4.0,Coupe,Blacktown,NSW,2,4,Grey,Black,26880
b00b9f96-4652-462a-8974-0b835e2d034a,Audi,2017,Q5,2.0 TDI Quattro Sport,USED,Automatic,2.0,AWD,Diesel,5.5,92876,4.0,SUV,Maitland,NSW,4,5,White,Black,39888
5d5ce1ac-7a32-4b82-946f-7d902f2f4e5c,Audi,2012,Q7,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,7.4,147000,6.0,SUV,Strathpine,QLD,4,7,Grey,Black,21990
f1c1b461-922e-4502-96e2-20c2b1afc26c,Audi,2016,SQ7,4.0 TDI V8 Quattro,USED,Automatic,4.0,AWD,Diesel,7.2,59995,8.0,SUV,Springwood,QLD,4,5,Grey,Black,84990
0e94ed8c-58d0-42b6-9d43-af6e99b68c17,Audi,2017,A5,2.0 Tfsi S Tronic Sport,USED,Automatic,2.0,Front,Premium,5.5,52943,4.0,Coupe,South Melbourne,VIC,2,4,Black,Black,42990
f16aa72f-7b2a-44e3-8472-719de9345868,Audi,2014,Q7,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,7.4,106808,6.0,SUV,Vermont,VIC,4,7,White,Black,39990
1bf38e5d-a808-4311-9556-d2fb233fc00c,Audi,2023,Q5,45 Tfsi Quattro Mhev,DEMO,Automatic,2.0,AWD,Hybrid,8.0,2650,4.0,SUV,Mornington,VIC,4,5,White,Black,89990
95f625a5-01b6-405d-9453-54a5b6292d15,Audi,2018,Q5,2.0 Tfsi Quattro Sport,USED,Automatic,2.0,AWD,Premium,7.3,30911,4.0,SUV,Southport,QLD,4,5,Silver,Black,59990
93a10ce6-207a-4378-9ca9-33e33319207e,Audi,2022,Q5,45 Tfsi Quattro S Line Mhev,DEMO,Automatic,2.0,AWD,Hybrid,8.0,200,4.0,SUV,Artarmon,NSW,4,5,White,Black,94788
85f83780-9ed4-4700-811a-87b6a4d7777f,Audi,2023,Q5,45 Tfsi Quattro Mhev,DEMO,Automatic,2.0,AWD,Hybrid,8.0,2088,4.0,SUV,Artarmon,NSW,4,5,Silver,Black,89588
92baa09d-ca3e-425a-b447-d38ccc0d2fa9,Audi,2022,Q3,35 Tfsi,DEMO,Automatic,1.4,Front,Premium,7.2,6100,4.0,SUV,Artarmon,NSW,4,5,Silver,Black,57588
5b79d9ce-f301-43e2-bc41-60ea3cc387fe,Audi,2022,E-Tron,55 Quattro,DEMO,Automatic,,AWD,Electric,0.0,20,,SUV,Hobart,TAS,4,5,Black,Black,159990
d7f37d62-d66e-41fb-be89-576586f8b355,Audi,2022,SQ7,Tfsi Quattro,USED,Automatic,4.0,AWD,Premium,12.1,10280,8.0,SUV,Carlton,NSW,4,7,Black,Black,168888
506caf88-8fa6-40cd-9484-b1d4dc9ce87d,Audi,2022,RS,Q3 2.5 Tfsi Quattro,DEMO,Automatic,2.5,AWD,Premium,8.9,2347,5.0,SUV,Southport,QLD,4,5,Green,Black,129990
0eadda94-8f4b-405d-94a0-0015b5f56019,Audi,2017,TT,RS Quattro,USED,Automatic,2.5,AWD,Premium,8.6,42750,5.0,Convertible,Nunawading,VIC,2,4,Grey,Black,95990
b6bbdd59-b11b-4e0a-a123-7d4acbf88406,Audi,2019,A3,40 Tfsi QTR (2.0 QTR Tfsi),USED,Automatic,2.0,AWD,Premium,6.1,47312,4.0,Sedan,Warwick Farm,NSW,4,5,Black,Black Leather,45880
78599ee2-f100-4ce4-a87a-4b8fb7bcf1a5,Audi,2012,A4,2.0 Tfsi,USED,Automatic,2.0,Front,Premium,7.1,108285,4.0,Sedan,Elderslie,NSW,4,5,Silver,Leather,14999
60e582b8-61ef-4881-a555-13f7da1f0e83,Audi,2022,Q5,40 TDI Quattro S Line Mhev,DEMO,Automatic,2.0,AWD,Hybrid,5.4,6400,4.0,SUV,Artarmon,NSW,4,5,Blue,Black,88788
069bfa0e-5d1e-422c-9b9a-4e90119797be,Audi,2022,Q3,35 Tfsi S Line,DEMO,Automatic,1.4,Front,Premium,7.3,5100,4.0,SUV,Artarmon,NSW,4,5,Grey,Black,60888
89dc605e-ca17-4f40-9bd1-a2967c0d1097,Audi,2022,Q3,35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,20,4.0,SUV,Pennant Hills,NSW,4,5,Black,Black,61990
427f7bd4-a49b-4cfe-aca7-693061439f33,Audi,2022,Q2,35 Tfsi,USED,Automatic,1.5,Front,Premium,5.2,3191,4.0,SUV,Zetland,NSW,4,5,Silver,Black,48880
31415a03-ba6d-4590-9cd3-f6ab077b7981,Audi,2021,SQ7,TDI V8 Quattro Mhev,USED,Automatic,4.0,AWD,Hybrid,7.6,34412,8.0,SUV,Blacktown,NSW,4,7,Black,Red,158880
495a8324-cfba-423d-8cb8-fb4de5590a70,Audi,2019,A3,35 Tfsi (1.4 Tfsi),USED,Automatic,1.4,Front,Premium,5.1,56016,4.0,Convertible,Zetland,NSW,2,4,White,Black,39880
e27b4a9d-d6cb-40c7-844d-40e8a9944c33,Audi,2014,RS,Q3 2.5 Tfsi Quattro,USED,Automatic,2.5,AWD,Premium,8.8,25342,5.0,SUV,Ashmore,QLD,4,5,Orange,Black,47990
2f3441f1-f288-475a-b152-223a27d2379e,Audi,2011,Q7,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,7.8,157000,6.0,SUV,Minchinbury,NSW,4,7,Silver,Black,26995
90531426-7ad7-4120-9f2a-c0313a8602c5,Audi,2007,Q7,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,10.5,227358,6.0,SUV,Molendinar,QLD,4,5,Blue,Black,12990
1c775ccd-b6e4-4476-8446-6457ae7bec96,Audi,2015,A6,1.8 Tfsi,USED,Automatic,1.8,Front,Premium,5.7,148222,4.0,Sedan,Phillip,ACT,4,5,White,Black,24990
8094e21a-9161-4349-83d5-ff679aa9ccf4,Audi,2018,S3,2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,6.5,100000,4.0,Sedan,Port Melbourne,VIC,4,5,Grey,Black,45990
711fc5aa-7df7-4c04-8a28-b931b186304b,Audi,2019,SQ5,3.0 Tfsi Quattro Black Edition,USED,Automatic,3.0,AWD,Premium,8.7,64490,6.0,SUV,South Melbourne,VIC,4,5,Grey,Black,76990
ae4e4e57-78b2-40fd-81e1-013c3ec8df27,Audi,2021,S3,2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,7.3,6301,4.0,Sedan,Smeaton Grange,NSW,4,5,Grey,Black,69880
4f6ff441-e805-4f82-a277-3214328afccb,Audi,2022,A3,40 Tfsi Quattro S Line,USED,Automatic,2.0,AWD,Premium,6.6,8401,4.0,Sedan,Zetland,NSW,4,5,Red,Black,53880
f2c7a6b7-7974-48ad-880c-ebc10991da9b,Audi,2019,A3,40 Tfsi Quattro S Line Plus,USED,Automatic,2.0,AWD,Premium,6.1,79995,4.0,Sedan,Pennant Hills,NSW,4,5,Grey,Black,41800
e651d2d0-2a3d-4851-91d2-3a945ed6a156,Audi,2016,A4,2.0 Tfsi Quattro S Tronic SPT,USED,Automatic,2.0,AWD,Premium,6.3,120150,4.0,Sedan,Maryville,NSW,4,5,Silver,Black,26990
61b6396f-a889-4b68-ac32-7766b9e3d032,Audi,2016,Q5,2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,7.9,48622,4.0,SUV,Maddington,WA,4,5,Silver,Black,39898
600192b1-5d7f-4a0c-b2e6-524984e8e722,Audi,2022,A1,35 Tfsi,USED,Automatic,1.5,Front,Premium,5.8,28856,4.0,Hatchback,Epping,VIC,5,5,Silver,Leather,42705
059e7927-cf2e-4738-88ad-09aa89924255,Audi,2018,A3,35 Tfsi Sprtbck (1.4 Tfsi Cod),USED,Automatic,1.4,Front,Premium,5.0,22404,4.0,Other,Chatswood,NSW,4,5,Silver,Black,32800
49636a76-9034-4aa1-8765-027be69a9603,Audi,2004,A3,1.6 Attraction,USED,Manual,1.6,Front,Premium,6.7,138000,4.0,Hatchback,Minchinbury,NSW,3,5,Grey,Grey,6995
859cb38b-d1c1-4f95-9608-bc48cd72f39e,Audi,2023,Q5,40 TDI Quattro Sport Mhev,DEMO,Automatic,2.0,AWD,Hybrid,5.4,28,4.0,SUV,Hobart,TAS,4,5,Silver,Black,88990
f6c1c64d-35af-46dd-b810-a32e71ae1a35,Audi,2020,Q3,40 Tfsi Quattro S Line,USED,Automatic,2.0,AWD,Premium,8.3,25000,4.0,SUV,Springwood,QLD,4,5,White,Black Leather,65990
3f001dab-3237-4acb-859e-d8092a4e82c4,Audi,2018,Q7,3.0 TDI Quattro (160KW),USED,Automatic,3.0,AWD,Diesel,5.9,156322,6.0,SUV,Southport,QLD,4,7,Silver,Black,48990
7616f3ed-ef79-488f-b513-55efcd671067,Audi,2021,SQ5,3.0 TDI Quattro Mhev Spec Edtn,USED,Automatic,3.0,AWD,Diesel,6.8,46717,6.0,SUV,Zetland,NSW,4,5,Blue,Black,87880
13c47431-7a58-42ea-99e3-b29df1b2a23b,Audi,2022,A3,35 Tfsi Mhev,DEMO,Automatic,1.5,Front,Premium,4.9,4100,4.0,Sedan,Southport,QLD,4,5,Silver,Black,50990
aa159296-c554-4ef7-9eb1-bdd8efbbf7a0,Audi,2013,A3,Sportback 2.0 TDI Ambition,USED,Automatic,2.0,Front,Diesel,5.3,120413,4.0,Hatchback,Ringwood,VIC,5,5,White,Black,19950
82f59a2f-d954-45b8-b6d6-0b95a5259363,Audi,2015,Q3,2.0 Tfsi Quattro (125KW),USED,Automatic,2.0,AWD,Premium,7.7,153500,4.0,SUV,Mount Druitt,NSW,4,5,Black,Black,19990
8dc99f51-c648-4efe-8d94-28c9a0ba12c7,Audi,2021,Q5,45 Tfsi Quattro Mhev,USED,Automatic,2.0,AWD,Hybrid,8.0,69304,4.0,SUV,Kirrawee,NSW,4,5,White,Black,70490
ca9e40c3-fe5b-4e7f-bf5c-477dfd65281c,Audi,2018,Q5,2.0 TDI Quattro Sport,USED,Automatic,2.0,AWD,Diesel,5.5,70572,4.0,SUV,Zetland,NSW,4,5,Silver,Black,45880
b44c6e43-5e50-4342-be2b-55894d1732c9,Audi,2007,A4,2.0 Tfsi,USED,Automatic,2.0,Front,Premium,8.3,168901,4.0,Sedan,Petersham,NSW,4,5,Silver,Black,7950
730d0a0e-94db-4bba-8155-707acc80daec,Audi,2017,Q5,2.0 Tfsi Quattro Sport,USED,Automatic,2.0,AWD,Premium,7.3,28491,4.0,SUV,Geelong,VIC,4,5,Black,Black,59900
2e9be7f3-824c-4b11-8db3-c05ea23ce41a,Audi,2015,A6,1.8 Tfsi,USED,Automatic,1.8,Front,Premium,5.7,129100,4.0,Sedan,Hamilton,NSW,4,5,Blue,Black,25990
c925b45d-92de-4eb1-a71c-ad60b28e992b,Audi,2022,Q2,35 Tfsi,DEMO,Automatic,1.5,Front,Premium,5.2,1500,4.0,SUV,Melbourne,VIC,4,5,Silver,Black,58900
c6f1d70c-d6b9-4e72-9eef-b115251a7e45,Audi,2022,Q3,35 Tfsi,DEMO,Automatic,1.4,Front,Premium,7.2,2314,4.0,SUV,Southport,QLD,4,5,Black,Black,59990
7698d1db-a560-46c2-baa0-eb7ddd400602,Audi,2020,Q3,35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,24969,4.0,SUV,Zetland,NSW,4,5,Grey,Black,50880
a5009313-bc7c-4318-be6a-4f5d31128a70,Audi,2016,A1,Sportback 1.4 Tfsi Sport,USED,Automatic,1.4,Front,Premium,4.9,51333,4.0,Hatchback,Blacktown,NSW,5,5,Grey,Grey,17990
7778df88-2698-41d9-90d0-502626e0bbed,Audi,2016,Q3,2.0 TDI Quattro (110KW),USED,Automatic,2.0,AWD,Diesel,5.2,166363,4.0,SUV,Seaford,VIC,4,5,Black,Black,21999
c77d28ee-6b6f-4395-9bb3-2df8eb05b1e6,Audi,2018,RS4,Avant Quattro,USED,Automatic,2.9,AWD,Premium,8.9,35615,6.0,Wagon,Chatswood,NSW,4,5,Blue,Black Leather,104800
38cc1488-04c5-408f-ab49-61511bbe9997,Audi,2023,SQ5,3.0 TDI Quattro Mhev,DEMO,Automatic,3.0,AWD,Hybrid,7.0,1002,6.0,SUV,Wollongong,NSW,4,5,White,Black,129990
5dbf8f83-d733-4288-9b10-66bf96bc6c95,Audi,2021,Q5,40 TDI Quattro Mhev,USED,Automatic,2.0,AWD,Hybrid,5.4,56184,4.0,SUV,Liverpool,NSW,4,5,Blue,Black,56888
58aabb0a-6b0c-418c-a479-08989f403c78,Audi,2015,A5,Sportback 2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,7.0,59183,4.0,Hatchback,Toowoomba City,QLD,5,4,Black,Black,39999
3a604656-6999-4713-8231-ee68257db8a2,Audi,2020,Q3,40 Tfsi Quattro S Line,USED,Automatic,2.0,AWD,Premium,8.3,34996,4.0,SUV,Chatswood,NSW,4,5,Grey,Black,59880
ca7b1af0-5f11-435d-8c20-591ff8a15d23,Audi,2023,Q5,40 TDI Quattro Sport Mhev,DEMO,Automatic,2.0,AWD,Hybrid,5.4,2992,4.0,SUV,Mornington,VIC,4,5,Blue,Black,87490
d6ebb006-63d3-4fc1-b6e3-103c6bb99b66,Audi,2022,A4,35 Tfsi S Line Mhev,USED,Automatic,2.0,Front,Premium,6.1,9800,4.0,Sedan,Zetland,NSW,4,5,White,Black,56880
99e27152-f1af-40cd-97db-3a30ca6eb38b,Audi,2021,Q3,35 Tfsi,USED,Automatic,1.4,Front,Premium,7.2,9819,4.0,SUV,Jamisontown,NSW,4,5,Blue,Black,51990
ee46061a-1f2d-4291-b3cf-5c31980ffeaf,Audi,2023,A1,35 Tfsi,DEMO,Automatic,1.5,Front,Premium,5.8,1395,4.0,Hatchback,Mornington,VIC,5,5,Red,Silver And Black Silk Nappa,54990
22e991cf-94a2-4b04-b8ff-6cc42a665241,Audi,2017,Q2,1.4 Tfsi Design,USED,Automatic,1.4,Front,Premium,5.3,37578,4.0,SUV,Zetland,NSW,4,5,Grey,Black,35880
77ae9984-5701-4a18-ac9b-81d94827fa06,Audi,2016,A3,1.4 Tfsi Attraction COD,USED,Automatic,1.4,Front,Premium,4.7,101005,4.0,Sedan,Auburn,NSW,4,5,Silver,Black,21990
70eacd1d-6e9c-4d87-af19-981b09125b90,Audi,2018,S3,Sportback 2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,6.6,46956,4.0,Hatchback,Smeaton Grange,NSW,5,5,Grey,Black,52888
b947be85-5534-4dd3-83b7-1f876d42524b,Audi,2020,Q2,35 Tfsi Design Edition 2,USED,Automatic,1.4,Front,Premium,5.6,62355,4.0,SUV,Waterloo,NSW,4,5,White,Black,37500
4d525891-4dc9-4b51-a64d-b68ea9156082,Audi,2010,A5,Sportback 2.0 Tfsi Quattro,USED,Automatic,2.0,AWD,Premium,7.5,44175,4.0,Hatchback,Artarmon,NSW,5,4,White,Black,26990
f0fe1045-11b2-462b-80b1-6622e55891a9,Audi,2022,A4,Allroad 45 Tfsi Quattro Mhev,USED,-,2.0,AWD,Premium,7.4,14101,4.0,Wagon,Mornington,VIC,4,5,Grey,Black,69990
98f92e33-91a1-42d7-9931-0eaea0b97694,Audi,2013,A3,Sportback 1.8 Tfsi Ambition,USED,Automatic,1.8,Front,Premium,6.7,148265,4.0,Hatchback,Leichhardt,NSW,5,5,Brown,Grey,13999
f8f91a20-5aee-47fa-8ada-d669b232ef92,Audi,2023,Q5,45 Tfsi Quattro Mhev,DEMO,Automatic,2.0,AWD,Hybrid,8.0,1194,4.0,SUV,Berwick,VIC,4,5,Grey,Black,88980
d89383ae-f0dd-4c0d-81fe-75a7700c1856,Audi,2022,Q3,35 Tfsi S Line,DEMO,Automatic,1.4,Front,Premium,7.3,5699,4.0,SUV,Artarmon,NSW,4,5,Blue,Black,62888
62438766-3c42-4c45-9fc4-8adc54fb82d2,Audi,2023,Q5,35 TDI Mhev,DEMO,Automatic,2.0,Front,Diesel,4.8,1123,4.0,SUV,Berwick,VIC,4,5,Black,Black,78990
1ecbcf1e-72f7-4228-baaa-01e451f0290d,Audi,2018,Q2,1.4 Tfsi Design,USED,Automatic,1.4,Front,Premium,5.3,37170,4.0,SUV,Hobart,TAS,4,5,White,Black,38990
badb2134-b76c-4bcf-93ef-280d55916cb9,Audi,2018,Q5,2.0 TDI Quattro Sport,USED,Automatic,2.0,AWD,Diesel,5.5,49113,4.0,SUV,Artarmon,NSW,4,5,Blue,Black,47990
8dbb5a1c-13eb-4b35-8860-90c43dca0ef3,Audi,2010,A3,Sportback 1.8 Tfsi Ambition,USED,Automatic,1.8,Front,Premium,8.5,145374,4.0,Hatchback,Minchinbury,NSW,5,5,Black,Black,14995
6954441d-404e-4b96-9dac-9dbf11bced57,Audi,2019,RS4,Avant 2.9 Tfsi Tiptronic,USED,Automatic,2.9,AWD,Premium,8.9,34660,6.0,Wagon,Nunawading,VIC,4,5,Blue,Black,119990
ba4e9d9d-bb45-42fd-825b-8ec05941902e,Audi,2013,A1,Sportback 1.4 Tfsi Attraction,USED,Manual,1.4,Front,Premium,5.3,92623,4.0,Hatchback,Brighton,VIC,5,5,Black,Black,15672
64afaea4-81e8-4a87-9664-14ff29e97d6f,Audi,2022,Q5,40 TDI Quattro Sport Mhev,USED,Automatic,2.0,AWD,Hybrid,5.4,4595,4.0,SUV,Zetland,NSW,4,5,Grey,Black,77880
e3f261f8-3548-4b96-b86b-23a73745d3f0,Audi,2019,Q5,45 Tfsi Quattro Sport,USED,Automatic,2.0,AWD,Premium,7.3,49431,4.0,SUV,Artarmon,NSW,4,5,White,Black,54990
bfde3492-5dbe-4878-b433-c2c6ce698987,Audi,2007,Q7,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,10.5,271314,6.0,SUV,West Footscray,VIC,4,5,Gold,Black,13999
9a091d61-04b7-4799-9270-a53af4f63287,Audi,2017,Q7,3.0 TDI Quattro,USED,Automatic,3.0,AWD,Diesel,5.9,107604,6.0,SUV,Brooklyn,VIC,4,7,White,Black,49987
0b7ee249-9111-47b3-9aa6-672b628c7b6d,Audi,2014,RS,Q3 2.5 Tfsi Quattro,USED,Automatic,2.5,AWD,Premium,8.8,97357,5.0,SUV,Ashmore,QLD,4,5,White,Black,40990
